propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,highlight,newDevelopmentFinished
89198543,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/b4/20/1087506498.webp,EV0292,20,3,490000.0,"{'price': {'amount': 490000.0, 'currencySuffix': '€'}}",flat,sale,133.0,True,4,2,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3437471,-0.4858462,False,https://www.idealista.com/inmueble/89198543/,435,"VILANOVA PRESENTA: EXCLUSIVA VIVIENDA EN VENTA EN EDIFICIO EMBLEMÁTICO SITUADO EN RAMBLA MÉNDEZ NÚÑEZ.  Vivienda perfectamente distribuida en un gran y luminoso salón amueblado y decorado al detalle, cuenta con 4 dormitorios con armarios empotrados, 2 baños y preciosa cocina totalmente equipada.  Acabados de lujo, suelos de parquet, carpintería exterior con doble cristal, puertas blancas, aire acondicionado, etc. Se encuentra totalmente amueblado.    POSIBILIDAD DE ALQUILER CON OPCIÓN A COMPRA.    Si desea vivir en la mejor zona de la ciudad y en edificio emblemático y con todos los lujos, no espere más para contactar con nosotros y solicitar visita.",False,good,False,True,3684.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
98964876,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/92/3b/1077900716.webp,NOVA2035,17,5,550000.0,"{'price': {'amount': 550000.0, 'currencySuffix': '€'}}",flat,sale,150.0,True,3,2,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3441299,-0.4885294,False,https://www.idealista.com/inmueble/98964876/,653,"Impresionante piso totalmente reformado, situado en una de las avenidas más importantes de Alicante, con vistas despejadas a la avenida por un lado y al Castillo de Santa Bárbara al otro lado. Acabados de lujo, cocina con isla totalmente equipada con electrodomésticos, aire acondicionado, ascensor. Este magnífico piso, está listo para entrar a vivir, justo en el corazón de Alicante, con todos los servicios alrededor, comercios, tranvía, cerca del puerto y de la playa, con unos acabados de lujo y unas vistas espectaculares.",False,good,False,True,3667.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
105810895,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/e2/46/1263724721.webp,04706,12,bj,190000.0,"{'price': {'amount': 190000.0, 'currencySuffix': '€'}}",flat,sale,115.0,True,2,2,barrio Carolinas Bajas,Alicante,Alicante / Alacant,Campoamor-Carolinas-Altozano,es,Carolinas Bajas,38.3518041,-0.4791339,False,https://www.idealista.com/inmueble/105810895/,773,"CONJUNTO FORMADO POR DOS ESTUDIOS CON LICENCIA TURISTICA, IDEAL PARA INVERSORES. Fruto de una recientísima reforma, estos DOS estudios se presentan como una gran oportunidad de inversión, ya que disponen de licencia turística y se encuentran en una fantástica ubicación. En una hermosa calle arbolada, con vistas al parque del Castillo de Santa Bárbara, a poco más de cinco minutos andando tanto del centro de Alicante como de la playa del Postiguet, con el centro cultural Cigarreras, el Museo Arqueológico MARQ y el propio castillo en las inmediaciones, su situación es óptima y súmamente atractiva todo el año para los turistas que visitan la ciudad. Los dos estudios, completamente reformados en un estilo moderno, elegante y acogedor, están completamente amueblados y listos para ser alquilados. Cada uno de ellos cuenta con un amplio espacio que fluye de la zona de salón comedor con cocina americana a la zona de dormitorio, y un cómodo baño con ducha. Por todo ello, con una rentabilidad estimada superior al 10%, estos estudios son una gran oportunidad para inversores.",False,good,False,False,1652.0,{'typology': 'flat'},"{'subtitle': 'Carolinas Bajas, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
102970139,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/a7/2b/1173554901.webp,409,20,1,136500.0,"{'price': {'amount': 136500.0, 'currencySuffix': '€'}}",flat,sale,85.0,True,2,1,calle Capitán Amador,Alicante,Alicante / Alacant,Campoamor-Carolinas-Altozano,es,Campoamor,38.353063,-0.4852574,False,https://www.idealista.com/inmueble/102970139/,964,"Este piso Ubicado en zona Centro-Mercado. Junto a Plaza de Toros, principales medios de trasporte, comercios, etc.. . se encuentra en Calle Capitán Amador, 03004, Alicante (Alacant), Alicante, situado en el distrito de alicante. Vivienda amplia de 85 metros ( antes 3 dormitorios) distribuidas de forma muy cómoda, de entrada tenemos salón comedor con su cocina americana y siguiente al Rol tenemos otro salón y seguimos para sus 2 amplias habitaciones una con salida a un patio y la otra con su armario empotrado y baño completo con plato de ducha. La vivienda esta ubicada en la zona céntrico muy tranquila con todos sus servicios a mano. la vivienda se encuentra lista para vivir, llámenos estaremos encantados de atenderte. Trabajamos para que usted compre bien y alquile mejor.",False,good,False,False,1606.0,{'typology': 'flat'},"{'subtitle': 'Campoamor, Alicante / Alacant', 'title': 'Piso en calle Capitán Amador'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
105270011,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/3c/ec/1247334621.webp,,18,1,229000.0,"{'price': {'amount': 229000.0, 'currencySuffix': '€'}}",flat,sale,83.0,True,3,2,calle Maestro Barbieri,Alicante,Alicante / Alacant,Centro,es,Mercado,38.3504944,-0.491734,False,https://www.idealista.com/inmueble/105270011/,1107,"¡Descubre tu nuevo hogar en el corazón del mágico centro de la ciudad de Alicante!  Espacio - una distribución acorde a los tiempos actuales. Ubicación privilegiada y con todos los beneficios que ello conlleva.  Disfrutarás de las comodidades de la reforma integral realizada con alto gusto y calidad tales como suelos de tarima, puertas madera de roble lacadas en color gris ceniza, paredes lisas y ventanas de aluminio lacadas en blanco, aire-acondicionado frio/calor por conductos industriales a la vista en el distribuidor, destaca en este moderno y hermoso piso, así como puerta de seguridad entre otras. Consta de 80 m² útiles, ubicado en la primera planta de un edificio sin ascensor, te ofrece un estilo moderno, elegante y cálido que te enamorará desde el primer momento.  Con 3 dormitorios y todos ellos con armarios empotrados, 2 baños (un espectacular baño completo y un aseo de cortesía), una cocina bella y totalmente equipada, con espacio ideal para poner una barra de desayuno y adicionalmente cuenta con una amplia zona de despensa y un gran trastero, ambas abrazadas por un encantador patio interior con sus cómodos muebles de exterior, plantas, el aroma de las velitas, en definitiva un lujo de espacio en el centro de la ciudad; un rincón de momentos de relax todo el año.  Cada espacio en este piso, es como una poesía, todo puede convertirse en momentos de deleite ya que cada rincón ha sido diseñado pensando en tu máximo confort y alto estilo de vida. Disfruta de momentos inolvidables en su terraza al lado del salón con vistas despejadas a la zona verde de la Fortaleza de San Fernando donde a la misma vez, puede ser su espacio de trabajo remoto.  La orientación norte-oeste proporciona una iluminación natural envidiable, mientras que la clase energética E asegura un consumo eficiente. Es importante mencionar, que se trata de una vivienda con una gran amplitud de fachada, donde todos los dormitorios, la terraza y el balcón recaen a fachada.  ¡Trabajamos para escribir historias felices! y tienes la oportunidad de vivir en este exclusivo y mágico piso, listo para convertirse en tu nuevo hogar-dulce-hogar. *El presente documento tiene carácter meramente informativo, orientativo y no vinculante, por lo que no supone información contractual alguna, siendo su uso estrictamente comercial.",False,good,False,False,2759.0,{'typology': 'flat'},"{'subtitle': 'Mercado, Alicante / Alacant', 'title': 'Piso en calle Maestro Barbieri'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
105450001,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/f5/9d/1252566126.webp,060783,13,1,268000.0,"{'price': {'amount': 268000.0, 'currencySuffix': '€'}}",flat,sale,75.0,True,1,1,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3453573,-0.4884668,False,https://www.idealista.com/inmueble/105450001/,641,"Coqueto apartamento en la Montañeta y a un paso de la Rambla.  Está ubicado en un edificio tradicional. Cuenta con un gran dormitorio y un amplio armario vestidor. Un baño completo. Estupendo salón de más de 25m2 y cocina totalmente equipada con electrodomésticos. Se queda completamente amueblado. Tiene todas las comodidades. El apartamento está para entrar a vivir. Todos los servicios de transporte, centro de salud, comercios y a 300m de la playa del Postiguet. Ven a visitarlo.  AVISO LEGAL: La información descrita es meramente informativa, orientativa y no vinculante pudiendo contener algún error. Desde 1998 FUENTES de inmuebles ha cumplido miles de sueños en Alicante. Todos los asesores inmobiliarios de FUENTES son personas altamente cualificadas. Su único deber es buscar la satisfacción de sus nuestros clientes. Contamos con un servicio de valoración por el cual sabrá el valor real de mercado de su vivienda, por lo tanto, no perderá ni tiempo ni dinero. Contamos con la sección de financiación dando al cliente un abanico de opciones para obtener la mejor financiación. También si no hay muchos recursos podemos llegar hasta el 100% para obtener su hipoteca. Contamos con un SERVICIO PREMIUM INMOBILIARIO por el cual su vivienda la venderemos en tiempo record y al mejor precio. Para más información sobre este servicio a propietarios puede concertar una cita en nuestras oficinas y estaremos encantados de mostrarle nuestro servicio. En todo momento le acompañamos en la operación a realizar y en nada estaremos firmado en notaria. Nos encontramos en: c/Devesa nº2 esq. Maestro Alonso- (junto Plza. América) Plza. De España nº1 esq. a c/San Vicente (Plza. de Toros) Calle San Mateo nº12 esquina calle Dato Iradier.",False,good,False,True,3573.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
103214749,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/cc/2a/1182124466.webp,00692,17,1,445000.0,"{'price': {'amount': 445000.0, 'currencySuffix': '€'}}",flat,sale,220.0,True,4,3,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3463619,-0.484145,False,https://www.idealista.com/inmueble/103214749/,303,"Te presentamos una joya escondida en pleno corazón de Alicante: un apartamento con un potencial ilimitado que aguarda tu visión y creatividad. Actualmente, se usa como oficina. Esta propiedad tiene la flexibilidad de transformarse en un espacio residencial único, adaptado a tus necesidades y preferencias. La vivienda ofrece una generosa distribución que permite concebir hasta 3 o 4 dormitorios según tus requerimientos. Los amplios espacios cuentan con tres balcones que, junto con la entrada de luz natural, crean un ambiente luminoso y acogedor. Además, la propiedad brinda acceso a un encantador patio interior, proporcionando un respiro de la energía vibrante del centro de la ciudad. El encanto rústico se aprecia en cada detalle, especialmente en la altura del techo con vigas de madera, añadiendo carácter y singularidad al espacio. Una vez reformado, este apartamento se convertirá en un lienzo en blanco donde puedes plasmar tus sueños y necesidades específicas. La ubicación privilegiada en el centro de Alicante es un atractivo adicional. Tiendas, restaurantes, servicios y la vida cultural de la ciudad están a pasos de distancia, brindándote la comodidad de la vida urbana. Es el momento de transformar este espacio en el hogar de tus sueños. Convierte este apartamento en el reflejo de tu estilo de vida y personalidad. ¡Contáctanos para explorar las posibilidades y dar vida a esta excepcional propiedad en el corazón de Alicante!",False,good,False,True,2023.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso'}",False,False,True,False,False,False,,{'groupDescription': 'Destacado'},
104907414,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/f6/eb/1235594664.webp,01725,12,4,280000.0,"{'price': {'amount': 280000.0, 'currencySuffix': '€'}}",flat,sale,110.0,True,2,1,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3467231,-0.4853612,False,https://www.idealista.com/inmueble/104907414/,415,"Maison Spain les presenta magnifico piso en pleno centro de Alicante en la rambla Méndez Núñez, con vistas al mar y las palmeras, es un espacio diáfano de 100m, con posibilidad según plano adjunto de realizar dos dormitorios con armarios, con un baño y una cocina americana. Situación inmejorable en pleno corazón de Alicante, la inconfundible Explanada de España a 200 metros, puerto deportivo a 300 metros, playa del Postiguet a 3 minutos, y toda clase de servicios y establecimientos a un paso.",False,good,False,True,2545.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
105078802,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/f3/ae/1247999395.webp,1854,49,6,1200000.0,"{'price': {'amount': 1200000.0, 'currencySuffix': '€'}}",flat,sale,4000.0,,3,3,barrio Raval Roig-Virgen del Socorro,Alicante,Alicante / Alacant,Plà del Bon Repòs-La Goteta-San Antón,es,Raval Roig-Virgen del Socorro,38.347611,-0.4738314,False,https://www.idealista.com/inmueble/105078802/,697,"PRECIOSO ATICO CON GRAN TERRAZA Y EXCELENTER VISTAS PANORAMICAS AL MAR Vivienda con dos nivele: PRIMER NIVEL: Cuenta con tres dormitorio, salon comedor, cocina con alacena, dos baños completos, terraza, ascensor, cuenta con excelentes vistas desde todas las estacias. SEGUNDO NIVEL: Gran terraza de 200m con baño y aseo independientes, una habitación, un salón, barbacoa, trastero, Las vistas desde la terraza son impresionantemente bonitas. Aqui podras tener maravillosas veladas u relajarte tomando el sol. Porque tú eres especial, tu hogar también debe serlo. Mejor visitarlo  * El precio de la oferta puede ser modificado o darse de baja sin previo aviso. Todos los datos expuestos son meramente orientativos. El precio no incluye impuestos ni gastos. Se debe añadir a la compra en viviendas de segunda mano el ITP, en viviendas de Obra Nueva el IVA y AJD y en ambos casos los honorarios de notaria y registro.",False,good,False,True,300.0,{'typology': 'flat'},"{'subtitle': 'Raval Roig-Virgen del Socorro, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},
105615641,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/90/86/1257798865.webp,04703,13,bj,180000.0,"{'price': {'amount': 180000.0, 'currencySuffix': '€'}}",flat,sale,50.0,True,2,1,barrio Casco Histórico-Santa Cruz,Alicante,Alicante / Alacant,Centro,es,Casco Histórico-Santa Cruz,38.3471297,-0.4826236,False,https://www.idealista.com/inmueble/105615641/,268,"En pleno casco histórico de Alicante, rodeada de todo el bullicio que el centro de la ciudad ofrece, pero situado en una tranquila calle, esta magnífica planta baja, fruto de una cuidada reforma de una vivienda en un edificio más que centenario, con una espectacular fachada de sillares de piedra, se presenta como el epítome del espíritu mediterráneo. Cuenta con un coqueto salón comedor, una completa cocina, dos amplios dormitorios dobles y un baño, todos ellos en un estilo moderno y acogedor. Ideal para vivir en el corazón de la ciudad y también como inversión para alquiler, tanto de larga duración como de corta estancia.",False,good,False,False,3600.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico-Santa Cruz, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
105355454,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/06/5e/1249612962.webp,04683,14,2,170000.0,"{'price': {'amount': 170000.0, 'currencySuffix': '€'}}",flat,sale,95.0,True,5,2,barrio Carolinas Altas,Alicante,Alicante / Alacant,Campoamor-Carolinas-Altozano,es,Carolinas Altas,38.3560586,-0.4828275,False,https://www.idealista.com/inmueble/105355454/,1236,"Estupenda oportunidad para INVERSIONISTAS, este piso está situado en una zona estratégica, el barrio de Carolinas Bajas rodeado de diversos establecimientos comerciales. Muy bien conectado con el resto de la ciudad gracias al TRAM y Autobús.  Este piso está diseñado para el alquiler por habitaciones y está generando una excelente renta mensual. Compuesto por 5 dormitorios, dos de los cuales tienen acceso al balcón y todas ellas están dotadas de cama, armario, nevera, TV y escritorio, con la intención de hacer más práctica su estancia. La cocina es estilo americana, totalmente equipada. Tiene dos baños completos, con plato de ducha,  La vivienda está recientemente reformada para garantizar plena comodidad, una ocasión única para invertir.",False,good,False,False,1789.0,{'typology': 'flat'},"{'subtitle': 'Carolinas Altas, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
105502147,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/89/ff/1254290020.webp,VA-52302719,16,3,229000.0,"{'price': {'amount': 229000.0, 'currencySuffix': '€'}}",flat,sale,60.0,True,1,1,barrio Raval Roig-Virgen del Socorro,Alicante,Alicante / Alacant,Plà del Bon Repòs-La Goteta-San Antón,es,Raval Roig-Virgen del Socorro,38.3504285,-0.4749628,False,https://www.idealista.com/inmueble/105502147/,805,"¡Tu sueño frente al mar en Raval Roig te está esperando! ¿Alguna vez has imaginado despertar con el sonido de las olas y contemplar la majestuosidad del mar desde la comodidad de tu hogar? Esta es tu oportunidad de hacer realidad ese sueño. Te presentamos este encantador piso ubicado en la codiciada zona de Raval Roig, en la Avenida Denia y Carrer de Jovellanos, justo frente a la icónica playa del Postiguet. Esta es una de las mejores ubicaciones de Alicante, donde el mar, la montaña y la historia se unen para ofrecerte un estilo de vida incomparable. Este piso cuenta con una distribución inteligente y acogedora. Al entrar, te recibe un amplio salón que se abre a una cocina americana totalmente equipada con muebles altos y bajos de excelente calidad y electrodomésticos completos. El salón se ilumina con la luz natural que entra a través de un gran ventanal, el cual te invita a salir a una terraza privada con vistas espectaculares tanto al mar como a la montaña. Aquí, cada amanecer y atardecer se convierten en momentos mágicos. El baño, totalmente reformado, destaca por sus materiales de alta calidad y una grifería elegante que añade un toque de lujo a tu rutina diaria. La habitación doble es un espacio sereno y amplio, donde despertarás cada mañana con vistas al mar, haciendo que cada día comience con una nota de tranquilidad y belleza. Vivir en este piso significa estar rodeado de lo mejor de Alicante. A un paso tienes el Castillo de Santa Bárbara, que domina la ciudad con su imponente presencia. El Casco Histórico te invita a perderte en sus encantadoras calles llenas de vida, historia y cultura. Además, encontrarás una gran variedad de restaurantes, bares, comercios y un centro comercial, todo a tu alcance. Este es más que un piso, es un lugar donde cada rincón ha sido pensado para ofrecerte una experiencia de vida única. No dejes pasar la oportunidad de vivir en un entorno privilegiado, donde cada día será una invitación a disfrutar de lo mejor que Alicante tiene para ofrecer. ¡Contáctanos y haz de este piso tu nuevo hogar! Este anuncio puede contener errores. La información se muestra a título informativo, no comprometiendo contractualmente a la inmobiliaria. Tanto los datos, como las imágenes y planos pueden estar sujetos a cambios, por lo que le invitamos a que, si precisa una información más exacta y detallada, comprobar datos, así como situación jurídica de los inmuebles, contacte con nosotros y le atenderemos a la mayor brevedad posible.",True,good,False,True,3817.0,{'typology': 'flat'},"{'subtitle': 'Raval Roig-Virgen del Socorro, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
96389755,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/26/02/974595162.webp,04043,19,3,790000.0,"{'price': {'amount': 790000.0, 'currencySuffix': '€'}}",flat,sale,210.0,True,4,3,barrio Ensanche-Diputación,Alicante,Alicante / Alacant,Centro,es,Ensanche-Diputación,38.3390333,-0.4906126,False,https://www.idealista.com/inmueble/96389755/,1062,"Piso en Alicante zona Explanada, 210 m. de superficie, 4 habitaciones dobles, 2 baños, un aseo, propiedad reformada, cocina equipada, carpinteria interior de madera, orientación sur, parquet, carpintería exterior de aluminio / climalit.  Extras: agua, aire acond. central, armarios empotrados, ascensor, bomba frío y calor, calefacción, galería, garaje doble, gas ciudad, hilo musical, lavandería, línea telefónica, luminoso, luz, mirador, ojos de buey, puerta blindada, satélite, t. v. , terraza, terraza acristalada, autobuses, árboles, céntrico, centros comerciales, centros médicos, colegios, costa, parques, supermercados, tranvía, vistas al mar, vistas despejadas, zona de paso, garaje incluido.  SITUADO EN EL CORAZON DE ALICANTE EN LA ZONA DE LA EXPLANADA.",False,good,False,True,3762.0,{'typology': 'flat'},"{'subtitle': 'Ensanche-Diputación, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},
105548543,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/50/5f/1255776323.webp,04701,15,2,230000.0,"{'price': {'amount': 230000.0, 'currencySuffix': '€'}}",flat,sale,134.0,True,3,2,barrio Mercado,Alicante,Alicante / Alacant,Centro,es,Mercado,38.3507494,-0.4886662,False,https://www.idealista.com/inmueble/105548543/,915,"Le invito a conocer esta propiedad tan espectacular. Nada más abrir la puerta nos llama la atención la luz cálida que inundan sus paredes. Distribuido en un espacioso salón comedor, una cocina independiente con galería, dos baños completos y tres habitaciones. Toda la casa es exterior y está rodeada de naturaleza, por delante el Castillo Santa Barbara con el mar de fondo y por detrás las faldas del Castillo San Fernando.  Un lugar privilegiado para vivir si lo que te gusta es estar a un paso del centro pero en un entorno tranquilo y relajante. Una vivienda para entrar a vivir, con plaza de garaje y trastero incluido para una mayor comodidad. Ideal para familias con niños, cerca de parques y colegios, perfecto para crear el hogar de sus sueños.  Honorarios e IVA no incluidos en el precio.",False,good,False,True,1716.0,{'typology': 'flat'},"{'subtitle': 'Mercado, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},
103718855,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/4a/00/1198091175.webp,04596,18,11,298000.0,"{'price': {'amount': 298000.0, 'currencySuffix': '€'}}",flat,sale,154.0,True,3,2,barrio Casco Histórico-Santa Cruz,Alicante,Alicante / Alacant,Centro,es,Casco Histórico-Santa Cruz,38.3466253,-0.4852942,False,https://www.idealista.com/inmueble/103718855/,405,"Ocupando la esquina a tres calles del edificio que corona La Rambla, en uno de los pisos más elevados, esta amplísima vivienda sorprende por sus espectaculares vistas panorámicas. Tras el coqueto recibidor, se abre el amplísimo salón comedor con dos ambientes, al que se le ha añadido la pequeña terraza, y desde que se vislumbra la totalidad de La Rambla, con el mar como telón de fondo. Enfrente, la espaciosísima cocina, abierta a levante, soprende con sus impactantes vistas del casco antiguo de Alicante, coronadas por el Castillo de Santa Bárbara en todo su esplendor y, de nuevo, el Mediterráneo. Junto a ella, un pequeño aseo de cortesía. El espectacular dormitorio principal ocupa la totalidad del chaflán, con amplios ventanales que se abren al norte, con una fantástica panorámica sobre la ciudad y las montañas circundantes. Otros dos dormitorios dobles y un generoso baño comparten las fantásticas vistas hacia el castillo. En resumen, un piso totalmente exterior, con un siempre sorprendente y variado juego de dominantes perspectivas sobre la ciudad, que destaca por la elegante amplitud de sus estancias.",False,good,False,True,1935.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico-Santa Cruz, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
105432338,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/7b/2c/1257841138.webp,04690,15,bj,185000.0,"{'price': {'amount': 185000.0, 'currencySuffix': '€'}}",flat,sale,100.0,True,5,2,barrio Carolinas Bajas,Alicante,Alicante / Alacant,Campoamor-Carolinas-Altozano,es,Carolinas Bajas,38.3554752,-0.481841,False,https://www.idealista.com/inmueble/105432338/,1163,"Ubicado en el barrio de Carolinas Altas, conocido por disponer de todo tipo de servicios como colegios, a un paso del Hospital General de Alicante, muy próximo al centro y a la playa gracias a la buena conexión con el transporte público.  El inmueble se encuentra en la primera planta de un edificio sin ascensor. Está compuesto por tres habitaciones dobles y dos sencillas, amuebladas cada una de ellas con la idea de hacerlas más cómodas y confortables. Dos baños con plato de ducha, cocina totalmente equipada, galería y terraza.  El piso está completamente reformado, ideal para inversores.",False,good,False,False,1850.0,{'typology': 'flat'},"{'subtitle': 'Carolinas Bajas, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
105453171,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/2a/42/1253346759.webp,10066,22,2,236900.0,"{'price': {'amount': 236900.0, 'currencySuffix': '€'}}",flat,sale,102.0,True,3,2,barrio Mercado,Alicante,Alicante / Alacant,Centro,es,Mercado,38.3503945,-0.4911498,False,https://www.idealista.com/inmueble/105453171/,1059,,False,good,False,True,2323.0,{'typology': 'flat'},"{'subtitle': 'Mercado, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},
105671609,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/4b/2a/1265908636.webp,16743,20,3,139000.0,"{'price': {'amount': 139000.0, 'currencySuffix': '€'}}",flat,sale,65.0,True,3,1,barrio Santo Domingo,Alicante,Alicante / Alacant,San Blas-Pau,es,Santo Domingo,38.3476224,-0.4959932,False,https://www.idealista.com/inmueble/105671609/,1328,"Piso en Alicante zona Nuevo san blas, 65.00 m. de superficie, 4.00 m2 de terraza, 3 habitaciones, un baño, propiedad Para reformar, orientación sur. Piso con techos altos. Extras: terraza, autobuses, céntrico, centros médicos, colegios, metro, parques, supermercados, tranvía, vistas despejadas, zona de paso Gastos de comunidad: 40 Eur.",False,renew,False,False,2138.0,{'typology': 'flat'},"{'subtitle': 'Santo Domingo, Alicante / Alacant', 'title': 'Piso'}",True,False,False,False,False,False,,{'groupDescription': 'Destacado'},
97220774,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/b3/6a/1250670317.webp,100792,9,4,800000.0,"{'price': {'amount': 800000.0, 'currencySuffix': '€'}}",flat,sale,155.0,True,4,3,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3442569,-0.4846661,False,https://www.idealista.com/inmueble/97220774/,320,"Maravillosa propiedad en PLENO CENTRO DE ALICANTE - RAMBLA MENDEZ NUÑEZ a 600m de la PLAYA DE POSTIGUET!     Viviendas como la que se presenta hoy no hay muchas! Una auténtica maravilla que se haya en pleno centro de Alicante, con unas vistas espectaculares hacía la Rambla Mendez Nuñez, el puerto y la Explanada de Alicante! El piso está sito en una finca histórica, Esta listo para entrar a vivir.    El piso de 155m2 consta de salón comedor, cocina independiente, cuatro habitaciones y dos cuartos de baños completos.     La vivienda dispone también de suelos de parquet que añaden calidez, aire acondicionado frío / calor por conductos y carpinterías nuevas con doble cristal Climalit. Además tiene persianas japonesas y un panel antimosquitos integrado.  La vivienda está recién reformada (la reforma se terminará durante el mes de mayo 2022) y se entrega SIN cocina.    La vivienda está situada en pleno centro de Alicante y cerca de todo tipo de servicios, así como cerca del transporte público y de la salida a la autopista hacia el aeropuerto.     La vivienda está situada cerca de todo tipo de servicios, supermercados, hospital y colegios, así como cerca del transporte público y de la salida a la autopista.     ****    Solicite más información y visite sin compromiso.    ***    No es lo que está buscando exactamente? no dude en hablar con nosotros, estaremos encantados de ayudarle a encontrar su vivienda ideal.     CarmenUlloa, asesoramiento y gestión inmobiliaria. CarmenUlloa. com, Real Estate con corazón      Would you like to have this information in English? please do not hesitate to contact us, we are happy to help you further.     Wilt u deze informatie in het Nederlands hebben? Neem u dan contact met ons op, we zijn u graag van dienst.         Aviso legal: La información descrita es meramente informativa, no vinculante jurídicamente, pudiendo contener algún error.     .",False,good,False,True,5161.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},
